"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Aug 16 12:18:52 GMT 2021","Mon Aug 16 12:19:01 GMT 2021","9404","test_phyton","test_cookies","","","","test_cookies",""
"passed","Mon Aug 16 12:19:01 GMT 2021","Mon Aug 16 12:19:32 GMT 2021","30375","test_phyton","test_registration","","","","test_registration",""
