"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 16 22:22:56 GMT 2021","Mon Aug 16 22:23:00 GMT 2021","4057","test_phyton","test_tittle_only_once","","","","test_tittle_only_once",""
"passed","Mon Aug 16 22:21:29 GMT 2021","Mon Aug 16 22:21:37 GMT 2021","8272","test_phyton","test_moredata","","","","test_moredata",""
"passed","Mon Aug 16 22:20:54 GMT 2021","Mon Aug 16 22:21:11 GMT 2021","16866","test_phyton","test_deletedata","","","","test_deletedata",""
"passed","Mon Aug 16 22:20:29 GMT 2021","Mon Aug 16 22:20:54 GMT 2021","24534","test_phyton","test_cookies","","","","test_cookies",""
"passed","Mon Aug 16 22:21:37 GMT 2021","Mon Aug 16 22:22:18 GMT 2021","40520","test_phyton","test_new_tittle_only_once","","","","test_new_tittle_only_once",""
"passed","Mon Aug 16 22:22:18 GMT 2021","Mon Aug 16 22:22:26 GMT 2021","8587","test_phyton","test_newdata","","","","test_newdata",""
"passed","Mon Aug 16 22:21:11 GMT 2021","Mon Aug 16 22:21:29 GMT 2021","18035","test_phyton","test_editdata","","","","test_editdata",""
"passed","Mon Aug 16 22:22:26 GMT 2021","Mon Aug 16 22:22:56 GMT 2021","29922","test_phyton","test_registration","","","","test_registration",""
