"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 16 23:41:35 GMT 2021","Mon Aug 16 23:41:52 GMT 2021","17068","test_phyton","test_deletedata","","","","test_deletedata",""
"passed","Mon Aug 16 23:41:05 GMT 2021","Mon Aug 16 23:41:35 GMT 2021","30400","test_phyton","test_cookies","","","","test_cookies",""
"passed","Mon Aug 16 23:43:51 GMT 2021","Mon Aug 16 23:44:02 GMT 2021","10452","test_phyton","test_writedatatofile","","","","test_datawritetofile",""
"passed","Mon Aug 16 23:41:52 GMT 2021","Mon Aug 16 23:42:11 GMT 2021","18327","test_phyton","test_editdata","","","","test_editdata",""
"passed","Mon Aug 16 23:42:19 GMT 2021","Mon Aug 16 23:42:27 GMT 2021","8333","test_phyton","test_moredata","","","","test_moredata",""
"passed","Mon Aug 16 23:43:47 GMT 2021","Mon Aug 16 23:43:51 GMT 2021","3986","test_phyton","test_tittle_only_once","","","","test_tittle_only_once",""
"passed","Mon Aug 16 23:42:27 GMT 2021","Mon Aug 16 23:43:09 GMT 2021","41730","test_phyton","test_new_tittle_only_once","","","","test_new_tittle_only_once",""
"passed","Mon Aug 16 23:43:09 GMT 2021","Mon Aug 16 23:43:17 GMT 2021","8575","test_phyton","test_newdata","","","","test_newdata",""
"passed","Mon Aug 16 23:43:17 GMT 2021","Mon Aug 16 23:43:47 GMT 2021","29925","test_phyton","test_registration","","","","test_registration",""
"broken","Mon Aug 16 23:42:11 GMT 2021","Mon Aug 16 23:42:19 GMT 2021","7960","test_phyton","test_inputdata","","","","test_inputdata",""
